train_base_euler_roll,train_base_euler_pitch,train_base_euler_yaw,train_dof_pos_0,train_target_dof_pos_0,train_dof_pos_1,train_target_dof_pos_1,train_dof_pos_2,train_target_dof_pos_2,train_dof_pos_3,train_target_dof_pos_3,train_dof_pos_4,train_target_dof_pos_4,train_dof_pos_5,train_target_dof_pos_5,train_dof_pos_6,train_target_dof_pos_6,train_dof_pos_7,train_target_dof_pos_7,train_dof_pos_8,train_target_dof_pos_8,train_dof_pos_9,train_target_dof_pos_9,train_dof_pos_10,train_target_dof_pos_10,train_dof_pos_11,train_target_dof_pos_11
0.0031919660978019238,0.023830195888876915,-0.012932777404785156,-0.3763798177242279,-0.021366100758314133,0.016263067722320557,0.00010106991976499557,-0.00808979943394661,0.005377734079957008,0.8735958337783813,0.18477727472782135,-0.35161250829696655,0.08702504634857178,-0.006525483913719654,-0.02151753380894661,-0.3639448881149292,0.09331775456666946,0.024168509989976883,-0.032725848257541656,-0.02022530324757099,-0.0057611726224422455,0.7342831492424011,-0.19455987215042114,-0.2970673143863678,0.19716884195804596,0.026766959577798843,0.032375726848840714
0.011308426037430763,0.025984348729252815,-0.025481224060058594,-0.35107940435409546,0.18006250262260437,0.007930302061140537,0.037984397262334824,0.010507064871490002,0.02580089308321476,0.7974771857261658,-0.18664269149303436,-0.30768781900405884,0.16900764405727386,0.003430659184232354,0.05907662212848663,-0.400080144405365,0.06939353793859482,0.009931555017828941,0.06925022602081299,-0.021416379138827324,-0.07272153347730637,0.8258838057518005,0.3996039628982544,-0.2997172474861145,0.11892076581716537,0.004306727554649115,-0.00367846991866827
0.019687669351696968,0.022427717223763466,-0.025783061981201172,-0.31508883833885193,0.029076948761940002,-0.00017275536083616316,0.049501072615385056,0.021952828392386436,0.14864730834960938,0.7526944279670715,-0.03162958100438118,-0.42106741666793823,0.07994092255830765,-0.012775744311511517,0.1652568280696869,-0.42350074648857117,-0.0608966164290905,0.0006918308790773153,-0.05719684064388275,-0.02069663628935814,0.1353805661201477,0.8929524421691895,-0.17713485658168793,-0.3934350907802582,0.261170893907547,-0.029974035918712616,0.2068752646446228
0.023294243961572647,0.02194284275174141,-0.012637615203857422,-0.3407207429409027,0.16896134614944458,-0.011174199171364307,-0.07411761581897736,0.013495678082108498,0.06488658487796783,0.8011805415153503,0.06020384281873703,-0.4813782572746277,0.04141722992062569,-0.00368925160728395,0.15192821621894836,-0.3996207118034363,0.20969454944133759,-0.007491081953048706,-0.041147228330373764,-0.022844750434160233,0.042610883712768555,0.8646785616874695,-0.23463761806488037,-0.48693448305130005,0.3690686821937561,-0.02447807602584362,0.2710137665271759
0.01186043955385685,0.01605953648686409,-0.01675271987915039,-0.35077357292175293,0.0013398645678535104,-0.001331652165390551,0.0008620391599833965,0.014311570674180984,-0.0010604560375213623,0.8391848206520081,0.03552412986755371,-0.5042833089828491,0.016817690804600716,0.010033557191491127,0.2085760235786438,-0.39586660265922546,0.15526002645492554,0.003038738388568163,-0.02626929245889187,-0.022998418658971786,0.00584040442481637,0.870337724685669,-0.2236378788948059,-0.49101248383522034,0.31132975220680237,-0.023112105205655098,0.2518688440322876
-0.011540412902832031,0.004250414203852415,-0.013892650604248047,-0.34278571605682373,0.025497768074274063,0.021628646180033684,0.046257082372903824,0.0029438254423439503,0.09482744336128235,0.8521880507469177,-0.019494343549013138,-0.5039817690849304,0.027623169124126434,0.0040196445770561695,0.15843993425369263,-0.3514036536216736,-0.03329814597964287,0.025848614051938057,-0.03146304935216904,-0.03415650874376297,0.060144878923892975,0.8147913813591003,-0.028148651123046875,-0.4682284891605377,0.23352645337581635,-0.024266736581921577,0.16731657087802887
-0.03372669219970703,-0.0025835037231445312,-0.019284725189208984,-0.33281823992729187,0.11344641447067261,0.04217877984046936,0.11671337485313416,0.0016493088332936168,0.02803533710539341,0.8491457104682922,-0.04616999998688698,-0.5046834945678711,0.06590579450130463,0.024030547589063644,0.15942096710205078,-0.3185255229473114,-0.040193598717451096,0.04804300144314766,0.031696539372205734,-0.034944403916597366,-0.056922003626823425,0.7580474615097046,0.20394957065582275,-0.4286775588989258,0.162418931722641,-0.020851904526352882,0.09876184165477753
-0.04722929000854492,-0.002235889434814453,-0.0362858772277832,-0.3199576437473297,0.26015377044677734,0.05850133299827576,0.3732604682445526,0.014884436503052711,-0.0879669114947319,0.8214174509048462,-0.09641671925783157,-0.49947941303253174,0.06921838223934174,-0.0035246163606643677,0.12809354066848755,-0.37102431058883667,-0.09292607754468918,0.055169131606817245,0.23222002387046814,-0.052491914480924606,-0.14050637185573578,0.86355060338974,0.3916667103767395,-0.37819617986679077,-0.009797054342925549,-0.018559809774160385,-0.06741654127836227
-0.05239152908325195,0.0012388810282573104,-0.04838418960571289,-0.3251718282699585,0.2168916016817093,0.06167605146765709,0.3592142164707184,0.02631371282041073,-0.02555207349359989,0.8156536817550659,-0.09121596813201904,-0.4921458959579468,0.0826597735285759,0.0021807961165905,0.22106271982192993,-0.4435768127441406,-0.22448383271694183,0.0644274577498436,0.07232009619474411,-0.034149155020713806,0.016960222274065018,0.9898009300231934,0.2616446018218994,-0.45548340678215027,-0.09068198502063751,-0.020435558632016182,-0.02619674801826477
-0.051915645599365234,0.005079101771116257,-0.054627418518066406,-0.3293498754501343,0.280003160238266,0.056185927242040634,0.29051804542541504,0.034510429948568344,-0.0741664320230484,0.8045282363891602,0.0062594059854745865,-0.4808659553527832,0.16119453310966492,0.00955476425588131,0.16519129276275635,-0.5131405591964722,-0.12323034554719925,0.07040036469697952,0.06525426357984543,-0.005357785616070032,-0.04571015387773514,1.0782873630523682,0.15914574265480042,-0.4734831750392914,-0.043615441769361496,-0.02242165617644787,-0.008956811390817165
